| Threshold | Scale factor | Min. neighbors | Precision | Recall |
| 0.72 | 1.20 | 2.00 | 0.26 | 0.19 |
| 0.72 | 1.20 | 3.00 | 0.26 | 0.18 |
| 0.72 | 1.20 | 4.00 | 0.26 | 0.17 |
| 0.72 | 1.25 | 1.00 | 0.26 | 0.17 |
| 0.72 | 1.25 | 2.00 | 0.27 | 0.17 |
| 0.72 | 1.25 | 3.00 | 0.27 | 0.16 |
| 0.72 | 1.25 | 4.00 | 0.27 | 0.16 |
| 0.72 | 1.30 | 1.00 | 0.27 | 0.16 |
| 0.72 | 1.30 | 2.00 | 0.27 | 0.15 |
| 0.72 | 1.30 | 3.00 | 0.27 | 0.15 |
| 0.72 | 1.30 | 4.00 | 0.27 | 0.14 |
| 0.73 | 1.05 | 1.00 | 0.17 | 0.35 |
| 0.73 | 1.05 | 2.00 | 0.19 | 0.29 |
| 0.73 | 1.05 | 3.00 | 0.19 | 0.25 |
| 0.73 | 1.05 | 4.00 | 0.20 | 0.23 |
| 0.73 | 1.10 | 1.00 | 0.20 | 0.23 |
| 0.73 | 1.10 | 2.00 | 0.21 | 0.22 |
| 0.73 | 1.10 | 3.00 | 0.21 | 0.21 |
| 0.73 | 1.10 | 4.00 | 0.22 | 0.20 |
| 0.73 | 1.15 | 1.00 | 0.22 | 0.20 |
| 0.73 | 1.15 | 2.00 | 0.22 | 0.19 |
| 0.73 | 1.15 | 3.00 | 0.22 | 0.18 |
| 0.73 | 1.15 | 4.00 | 0.22 | 0.18 |
| 0.73 | 1.20 | 1.00 | 0.22 | 0.17 |
| 0.73 | 1.20 | 2.00 | 0.23 | 0.17 |
| 0.73 | 1.20 | 3.00 | 0.23 | 0.16 |
| 0.73 | 1.20 | 4.00 | 0.23 | 0.16 |
| 0.73 | 1.25 | 1.00 | 0.23 | 0.16 |
| 0.73 | 1.25 | 2.00 | 0.23 | 0.15 |
| 0.73 | 1.25 | 3.00 | 0.24 | 0.15 |
| 0.73 | 1.25 | 4.00 | 0.24 | 0.14 |
| 0.73 | 1.30 | 1.00 | 0.24 | 0.14 |
| 0.73 | 1.30 | 2.00 | 0.24 | 0.14 |
| 0.73 | 1.30 | 3.00 | 0.24 | 0.13 |
| 0.73 | 1.30 | 4.00 | 0.24 | 0.13 |
| 0.74 | 1.05 | 1.00 | 0.15 | 0.32 |
| 0.74 | 1.05 | 2.00 | 0.16 | 0.26 |
| 0.74 | 1.05 | 3.00 | 0.16 | 0.23 |
| 0.74 | 1.05 | 4.00 | 0.17 | 0.21 |
| 0.74 | 1.10 | 1.00 | 0.17 | 0.21 |
| 0.74 | 1.10 | 2.00 | 0.18 | 0.20 |
| 0.74 | 1.10 | 3.00 | 0.18 | 0.18 |
| 0.74 | 1.10 | 4.00 | 0.18 | 0.17 |
| 0.74 | 1.15 | 1.00 | 0.19 | 0.17 |
| 0.74 | 1.15 | 2.00 | 0.19 | 0.17 |
| 0.74 | 1.15 | 3.00 | 0.19 | 0.16 |
| 0.74 | 1.15 | 4.00 | 0.19 | 0.16 |
| 0.74 | 1.20 | 1.00 | 0.19 | 0.15 |
| 0.74 | 1.20 | 2.00 | 0.20 | 0.15 |
| 0.74 | 1.20 | 3.00 | 0.20 | 0.15 |
| 0.74 | 1.20 | 4.00 | 0.20 | 0.14 |
| 0.74 | 1.25 | 1.00 | 0.20 | 0.14 |
| 0.74 | 1.25 | 2.00 | 0.21 | 0.14 |
| 0.74 | 1.25 | 3.00 | 0.21 | 0.13 |
| 0.74 | 1.25 | 4.00 | 0.21 | 0.13 |
| 0.74 | 1.30 | 1.00 | 0.21 | 0.13 |
| 0.74 | 1.30 | 2.00 | 0.21 | 0.12 |
| 0.74 | 1.30 | 3.00 | 0.21 | 0.12 |
| 0.74 | 1.30 | 4.00 | 0.21 | 0.12 |
| 0.75 | 1.05 | 1.00 | 0.14 | 0.30 |
| 0.75 | 1.05 | 2.00 | 0.15 | 0.25 |
| 0.75 | 1.05 | 3.00 | 0.15 | 0.21 |
| 0.75 | 1.05 | 4.00 | 0.16 | 0.19 |
| 0.75 | 1.10 | 1.00 | 0.16 | 0.19 |
| 0.75 | 1.10 | 2.00 | 0.16 | 0.18 |
| 0.75 | 1.10 | 3.00 | 0.16 | 0.17 |
| 0.75 | 1.10 | 4.00 | 0.16 | 0.16 |
| 0.75 | 1.15 | 1.00 | 0.16 | 0.16 |
| 0.75 | 1.15 | 2.00 | 0.16 | 0.15 |
| 0.75 | 1.15 | 3.00 | 0.17 | 0.14 |
| 0.75 | 1.15 | 4.00 | 0.17 | 0.14 |
| 0.75 | 1.20 | 1.00 | 0.17 | 0.14 |
| 0.75 | 1.20 | 2.00 | 0.17 | 0.13 |
| 0.75 | 1.20 | 3.00 | 0.18 | 0.13 |
| 0.75 | 1.20 | 4.00 | 0.18 | 0.13 |
| 0.75 | 1.25 | 1.00 | 0.18 | 0.13 |
| 0.75 | 1.25 | 2.00 | 0.18 | 0.12 |
| 0.75 | 1.25 | 3.00 | 0.18 | 0.12 |
| 0.75 | 1.25 | 4.00 | 0.18 | 0.12 |
| 0.75 | 1.30 | 1.00 | 0.18 | 0.11 |
| 0.75 | 1.30 | 2.00 | 0.19 | 0.11 |
| 0.75 | 1.30 | 3.00 | 0.19 | 0.11 |
| 0.75 | 1.30 | 4.00 | 0.19 | 0.11 |
| 0.76 | 1.05 | 1.00 | 0.12 | 0.28 |
| 0.76 | 1.05 | 2.00 | 0.13 | 0.23 |
| 0.76 | 1.05 | 3.00 | 0.13 | 0.19 |
| 0.76 | 1.05 | 4.00 | 0.14 | 0.17 |
| 0.76 | 1.10 | 1.00 | 0.14 | 0.17 |
| 0.76 | 1.10 | 2.00 | 0.14 | 0.16 |
| 0.76 | 1.10 | 3.00 | 0.14 | 0.15 |
| 0.76 | 1.10 | 4.00 | 0.14 | 0.14 |
| 0.76 | 1.15 | 1.00 | 0.15 | 0.14 |
| 0.76 | 1.15 | 2.00 | 0.15 | 0.14 |
| 0.76 | 1.15 | 3.00 | 0.15 | 0.13 |
| 0.76 | 1.15 | 4.00 | 0.15 | 0.12 |
| 0.76 | 1.20 | 1.00 | 0.15 | 0.12 |
| 0.76 | 1.20 | 2.00 | 0.15 | 0.12 |
| 0.76 | 1.20 | 3.00 | 0.15 | 0.12 |
| 0.76 | 1.20 | 4.00 | 0.16 | 0.11 |
| 0.76 | 1.25 | 1.00 | 0.16 | 0.11 |
| 0.76 | 1.25 | 2.00 | 0.16 | 0.11 |
| 0.76 | 1.25 | 3.00 | 0.16 | 0.11 |
| 0.76 | 1.25 | 4.00 | 0.16 | 0.10 |
| 0.76 | 1.30 | 1.00 | 0.16 | 0.10 |
| 0.76 | 1.30 | 2.00 | 0.16 | 0.10 |
| 0.76 | 1.30 | 3.00 | 0.16 | 0.10 |
| 0.76 | 1.30 | 4.00 | 0.16 | 0.09 |
| 0.77 | 1.05 | 1.00 | 0.11 | 0.26 |
| 0.77 | 1.05 | 2.00 | 0.12 | 0.21 |
| 0.77 | 1.05 | 3.00 | 0.12 | 0.18 |
| 0.77 | 1.05 | 4.00 | 0.13 | 0.16 |
| 0.77 | 1.10 | 1.00 | 0.12 | 0.16 |
| 0.77 | 1.10 | 2.00 | 0.13 | 0.15 |
| 0.77 | 1.10 | 3.00 | 0.13 | 0.14 |
| 0.77 | 1.10 | 4.00 | 0.13 | 0.13 |
| 0.77 | 1.15 | 1.00 | 0.13 | 0.13 |
| 0.77 | 1.15 | 2.00 | 0.13 | 0.12 |
| 0.77 | 1.15 | 3.00 | 0.13 | 0.12 |
| 0.77 | 1.15 | 4.00 | 0.13 | 0.11 |
| 0.77 | 1.20 | 1.00 | 0.13 | 0.11 |
| 0.77 | 1.20 | 2.00 | 0.13 | 0.11 |
| 0.77 | 1.20 | 3.00 | 0.14 | 0.10 |
| 0.77 | 1.20 | 4.00 | 0.14 | 0.10 |
| 0.77 | 1.25 | 1.00 | 0.14 | 0.10 |
| 0.77 | 1.25 | 2.00 | 0.14 | 0.10 |
| 0.77 | 1.25 | 3.00 | 0.14 | 0.10 |
| 0.77 | 1.25 | 4.00 | 0.15 | 0.09 |
| 0.77 | 1.30 | 1.00 | 0.15 | 0.09 |
| 0.77 | 1.30 | 2.00 | 0.15 | 0.09 |
| 0.77 | 1.30 | 3.00 | 0.15 | 0.09 |
| 0.77 | 1.30 | 4.00 | 0.15 | 0.09 |
| 0.78 | 1.05 | 1.00 | 0.10 | 0.24 |
| 0.78 | 1.05 | 2.00 | 0.11 | 0.19 |
| 0.78 | 1.05 | 3.00 | 0.11 | 0.16 |
| 0.78 | 1.05 | 4.00 | 0.11 | 0.14 |
| 0.78 | 1.10 | 1.00 | 0.11 | 0.14 |
| 0.78 | 1.10 | 2.00 | 0.11 | 0.13 |
| 0.78 | 1.10 | 3.00 | 0.11 | 0.12 |
| 0.78 | 1.10 | 4.00 | 0.11 | 0.11 |
| 0.78 | 1.15 | 1.00 | 0.12 | 0.12 |
| 0.78 | 1.15 | 2.00 | 0.12 | 0.11 |
| 0.78 | 1.15 | 3.00 | 0.12 | 0.11 |
| 0.78 | 1.15 | 4.00 | 0.12 | 0.10 |
| 0.78 | 1.20 | 1.00 | 0.12 | 0.10 |
| 0.78 | 1.20 | 2.00 | 0.12 | 0.10 |
| 0.78 | 1.20 | 3.00 | 0.13 | 0.10 |
| 0.78 | 1.20 | 4.00 | 0.13 | 0.09 |
| 0.78 | 1.25 | 1.00 | 0.13 | 0.09 |
| 0.78 | 1.25 | 2.00 | 0.13 | 0.09 |
| 0.78 | 1.25 | 3.00 | 0.13 | 0.09 |
| 0.78 | 1.25 | 4.00 | 0.13 | 0.08 |
| 0.78 | 1.30 | 1.00 | 0.13 | 0.08 |
| 0.78 | 1.30 | 2.00 | 0.13 | 0.08 |
| 0.78 | 1.30 | 3.00 | 0.13 | 0.08 |
| 0.78 | 1.30 | 4.00 | 0.13 | 0.08 |
| 0.79 | 1.05 | 1.00 | 0.09 | 0.22 |
| 0.79 | 1.05 | 2.00 | 0.09 | 0.17 |
| 0.79 | 1.05 | 3.00 | 0.10 | 0.15 |
| 0.79 | 1.05 | 4.00 | 0.10 | 0.13 |
| 0.79 | 1.10 | 1.00 | 0.10 | 0.13 |
| 0.79 | 1.10 | 2.00 | 0.10 | 0.12 |
| 0.79 | 1.10 | 3.00 | 0.10 | 0.11 |
| 0.79 | 1.10 | 4.00 | 0.10 | 0.10 |
| 0.79 | 1.15 | 1.00 | 0.10 | 0.11 |
| 0.79 | 1.15 | 2.00 | 0.10 | 0.10 |
| 0.79 | 1.15 | 3.00 | 0.10 | 0.10 |
| 0.79 | 1.15 | 4.00 | 0.10 | 0.09 |
| 0.79 | 1.20 | 1.00 | 0.11 | 0.09 |
| 0.79 | 1.20 | 2.00 | 0.11 | 0.09 |
| 0.79 | 1.20 | 3.00 | 0.11 | 0.09 |
| 0.79 | 1.20 | 4.00 | 0.11 | 0.08 |
| 0.79 | 1.25 | 1.00 | 0.11 | 0.08 |
| 0.79 | 1.25 | 2.00 | 0.11 | 0.08 |
| 0.79 | 1.25 | 3.00 | 0.11 | 0.08 |
| 0.79 | 1.25 | 4.00 | 0.11 | 0.07 |
| 0.79 | 1.30 | 1.00 | 0.11 | 0.07 |
| 0.79 | 1.30 | 2.00 | 0.11 | 0.07 |
| 0.79 | 1.30 | 3.00 | 0.12 | 0.07 |
| 0.79 | 1.30 | 4.00 | 0.12 | 0.07 |
| 0.80 | 1.05 | 1.00 | 0.07 | 0.18 |
| 0.80 | 1.05 | 2.00 | 0.08 | 0.14 |
| 0.80 | 1.05 | 3.00 | 0.08 | 0.12 |
| 0.80 | 1.05 | 4.00 | 0.08 | 0.11 |
| 0.80 | 1.10 | 1.00 | 0.08 | 0.11 |
| 0.80 | 1.10 | 2.00 | 0.08 | 0.10 |
| 0.80 | 1.10 | 3.00 | 0.08 | 0.09 |
| 0.80 | 1.10 | 4.00 | 0.08 | 0.09 |
| 0.80 | 1.15 | 1.00 | 0.08 | 0.09 |
| 0.80 | 1.15 | 2.00 | 0.09 | 0.08 |
| 0.80 | 1.15 | 3.00 | 0.09 | 0.08 |
| 0.80 | 1.15 | 4.00 | 0.09 | 0.08 |
| 0.80 | 1.20 | 1.00 | 0.09 | 0.08 |
| 0.80 | 1.20 | 2.00 | 0.09 | 0.07 |
| 0.80 | 1.20 | 3.00 | 0.09 | 0.07 |
| 0.80 | 1.20 | 4.00 | 0.09 | 0.07 |
| 0.80 | 1.25 | 1.00 | 0.09 | 0.07 |
| 0.80 | 1.25 | 2.00 | 0.09 | 0.07 |
| 0.80 | 1.25 | 3.00 | 0.09 | 0.07 |
| 0.80 | 1.25 | 4.00 | 0.09 | 0.06 |
| 0.80 | 1.30 | 1.00 | 0.09 | 0.06 |
| 0.80 | 1.30 | 2.00 | 0.10 | 0.06 |
| 0.80 | 1.30 | 3.00 | 0.10 | 0.06 |
| 0.80 | 1.30 | 4.00 | 0.10 | 0.06 |
| 0.81 | 1.05 | 1.00 | 0.06 | 0.17 |
| 0.81 | 1.05 | 2.00 | 0.07 | 0.14 |
| 0.81 | 1.05 | 3.00 | 0.07 | 0.12 |
| 0.81 | 1.05 | 4.00 | 0.08 | 0.10 |
| 0.81 | 1.10 | 1.00 | 0.08 | 0.10 |
| 0.81 | 1.10 | 2.00 | 0.08 | 0.10 |
| 0.81 | 1.10 | 3.00 | 0.08 | 0.09 |
| 0.81 | 1.10 | 4.00 | 0.08 | 0.08 |
| 0.81 | 1.15 | 1.00 | 0.08 | 0.08 |
| 0.81 | 1.15 | 2.00 | 0.08 | 0.08 |
| 0.81 | 1.15 | 3.00 | 0.08 | 0.07 |
| 0.81 | 1.15 | 4.00 | 0.08 | 0.07 |
| 0.81 | 1.20 | 1.00 | 0.08 | 0.07 |
| 0.81 | 1.20 | 2.00 | 0.08 | 0.07 |
| 0.81 | 1.20 | 3.00 | 0.08 | 0.06 |
| 0.81 | 1.20 | 4.00 | 0.08 | 0.06 |
| 0.81 | 1.25 | 1.00 | 0.08 | 0.06 |
| 0.81 | 1.25 | 2.00 | 0.08 | 0.06 |
| 0.81 | 1.25 | 3.00 | 0.08 | 0.06 |
| 0.81 | 1.25 | 4.00 | 0.08 | 0.06 |
| 0.81 | 1.30 | 1.00 | 0.08 | 0.05 |
| 0.81 | 1.30 | 2.00 | 0.08 | 0.05 |
| 0.81 | 1.30 | 3.00 | 0.08 | 0.05 |
| 0.81 | 1.30 | 4.00 | 0.08 | 0.05 |
| 0.82 | 1.05 | 1.00 | 0.06 | 0.15 |
| 0.82 | 1.05 | 2.00 | 0.07 | 0.13 |
| 0.82 | 1.05 | 3.00 | 0.07 | 0.11 |
| 0.82 | 1.05 | 4.00 | 0.07 | 0.09 |
| 0.82 | 1.10 | 1.00 | 0.07 | 0.10 |
| 0.82 | 1.10 | 2.00 | 0.07 | 0.09 |
| 0.82 | 1.10 | 3.00 | 0.07 | 0.08 |
| 0.82 | 1.10 | 4.00 | 0.07 | 0.07 |
| 0.82 | 1.15 | 1.00 | 0.07 | 0.07 |
| 0.82 | 1.15 | 2.00 | 0.07 | 0.07 |
| 0.82 | 1.15 | 3.00 | 0.07 | 0.06 |
| 0.82 | 1.15 | 4.00 | 0.07 | 0.06 |
| 0.82 | 1.20 | 1.00 | 0.07 | 0.06 |
| 0.82 | 1.20 | 2.00 | 0.07 | 0.06 |
| 0.82 | 1.20 | 3.00 | 0.07 | 0.06 |
| 0.82 | 1.20 | 4.00 | 0.07 | 0.06 |
| 0.82 | 1.25 | 1.00 | 0.07 | 0.06 |
| 0.82 | 1.25 | 2.00 | 0.08 | 0.05 |
| 0.82 | 1.25 | 3.00 | 0.08 | 0.05 |
| 0.82 | 1.25 | 4.00 | 0.08 | 0.05 |
| 0.82 | 1.30 | 1.00 | 0.08 | 0.05 |
| 0.82 | 1.30 | 2.00 | 0.08 | 0.05 |
| 0.82 | 1.30 | 3.00 | 0.08 | 0.05 |
| 0.82 | 1.30 | 4.00 | 0.08 | 0.05 |
| 0.83 | 1.05 | 1.00 | 0.03 | 0.10 |
| 0.83 | 1.05 | 2.00 | 0.04 | 0.08 |
| 0.83 | 1.05 | 3.00 | 0.04 | 0.07 |
| 0.83 | 1.05 | 4.00 | 0.04 | 0.06 |
| 0.83 | 1.10 | 1.00 | 0.04 | 0.06 |
| 0.83 | 1.10 | 2.00 | 0.04 | 0.06 |
| 0.83 | 1.10 | 3.00 | 0.05 | 0.05 |
| 0.83 | 1.10 | 4.00 | 0.05 | 0.05 |
| 0.83 | 1.15 | 1.00 | 0.05 | 0.05 |
| 0.83 | 1.15 | 2.00 | 0.05 | 0.05 |
| 0.83 | 1.15 | 3.00 | 0.05 | 0.05 |
| 0.83 | 1.15 | 4.00 | 0.05 | 0.04 |
| 0.83 | 1.20 | 1.00 | 0.05 | 0.04 |
| 0.83 | 1.20 | 2.00 | 0.05 | 0.04 |
| 0.83 | 1.20 | 3.00 | 0.05 | 0.04 |
| 0.83 | 1.20 | 4.00 | 0.05 | 0.04 |
| 0.83 | 1.25 | 1.00 | 0.05 | 0.04 |
| 0.83 | 1.25 | 2.00 | 0.05 | 0.04 |
| 0.83 | 1.25 | 3.00 | 0.05 | 0.04 |
| 0.83 | 1.25 | 4.00 | 0.05 | 0.04 |
| 0.83 | 1.30 | 1.00 | 0.05 | 0.04 |
| 0.83 | 1.30 | 2.00 | 0.05 | 0.04 |
| 0.83 | 1.30 | 3.00 | 0.05 | 0.03 |
| 0.83 | 1.30 | 4.00 | 0.05 | 0.03 |
| 0.84 | 1.05 | 1.00 | 0.03 | 0.08 |
| 0.84 | 1.05 | 2.00 | 0.03 | 0.06 |
| 0.84 | 1.05 | 3.00 | 0.03 | 0.05 |
| 0.84 | 1.05 | 4.00 | 0.03 | 0.04 |
| 0.84 | 1.10 | 1.00 | 0.03 | 0.05 |
| 0.84 | 1.10 | 2.00 | 0.03 | 0.04 |
| 0.84 | 1.10 | 3.00 | 0.04 | 0.04 |
| 0.84 | 1.10 | 4.00 | 0.04 | 0.04 |
| 0.84 | 1.15 | 1.00 | 0.04 | 0.04 |
| 0.84 | 1.15 | 2.00 | 0.04 | 0.04 |
| 0.84 | 1.15 | 3.00 | 0.04 | 0.04 |
| 0.84 | 1.15 | 4.00 | 0.04 | 0.04 |
| 0.84 | 1.20 | 1.00 | 0.04 | 0.04 |
| 0.84 | 1.20 | 2.00 | 0.04 | 0.03 |
| 0.84 | 1.20 | 3.00 | 0.04 | 0.03 |
| 0.84 | 1.20 | 4.00 | 0.04 | 0.03 |
| 0.84 | 1.25 | 1.00 | 0.04 | 0.03 |
| 0.84 | 1.25 | 2.00 | 0.04 | 0.03 |
| 0.84 | 1.25 | 3.00 | 0.04 | 0.03 |
| 0.84 | 1.25 | 4.00 | 0.04 | 0.03 |
| 0.84 | 1.30 | 1.00 | 0.04 | 0.03 |
| 0.84 | 1.30 | 2.00 | 0.04 | 0.03 |
| 0.84 | 1.30 | 3.00 | 0.04 | 0.03 |
| 0.84 | 1.30 | 4.00 | 0.04 | 0.03 |
| 0.85 | 1.05 | 1.00 | 0.02 | 0.06 |
| 0.85 | 1.05 | 2.00 | 0.02 | 0.05 |
| 0.85 | 1.05 | 3.00 | 0.02 | 0.04 |
| 0.85 | 1.05 | 4.00 | 0.02 | 0.03 |
| 0.85 | 1.10 | 1.00 | 0.02 | 0.04 |
| 0.85 | 1.10 | 2.00 | 0.02 | 0.03 |
| 0.85 | 1.10 | 3.00 | 0.03 | 0.03 |
| 0.85 | 1.10 | 4.00 | 0.03 | 0.03 |
| 0.85 | 1.15 | 1.00 | 0.03 | 0.03 |
| 0.85 | 1.15 | 2.00 | 0.03 | 0.03 |
| 0.85 | 1.15 | 3.00 | 0.03 | 0.03 |
| 0.85 | 1.15 | 4.00 | 0.03 | 0.03 |
| 0.85 | 1.20 | 1.00 | 0.03 | 0.03 |
| 0.85 | 1.20 | 2.00 | 0.03 | 0.03 |
| 0.85 | 1.20 | 3.00 | 0.03 | 0.03 |
| 0.85 | 1.20 | 4.00 | 0.03 | 0.02 |
| 0.85 | 1.25 | 1.00 | 0.03 | 0.02 |
| 0.85 | 1.25 | 2.00 | 0.03 | 0.02 |
| 0.85 | 1.25 | 3.00 | 0.03 | 0.02 |
| 0.85 | 1.25 | 4.00 | 0.03 | 0.02 |
| 0.85 | 1.30 | 1.00 | 0.03 | 0.02 |
| 0.85 | 1.30 | 2.00 | 0.03 | 0.02 |
| 0.85 | 1.30 | 3.00 | 0.03 | 0.02 |
| 0.85 | 1.30 | 4.00 | 0.03 | 0.02 |
| 0.86 | 1.05 | 1.00 | 0.01 | 0.03 |
| 0.86 | 1.05 | 2.00 | 0.01 | 0.03 |
| 0.86 | 1.05 | 3.00 | 0.01 | 0.02 |
| 0.86 | 1.05 | 4.00 | 0.01 | 0.02 |
| 0.86 | 1.10 | 1.00 | 0.02 | 0.02 |
| 0.86 | 1.10 | 2.00 | 0.02 | 0.02 |
| 0.86 | 1.10 | 3.00 | 0.02 | 0.02 |
| 0.86 | 1.10 | 4.00 | 0.02 | 0.02 |
| 0.86 | 1.15 | 1.00 | 0.02 | 0.02 |
| 0.86 | 1.15 | 2.00 | 0.02 | 0.02 |
| 0.86 | 1.15 | 3.00 | 0.02 | 0.02 |
| 0.86 | 1.15 | 4.00 | 0.02 | 0.02 |
| 0.86 | 1.20 | 1.00 | 0.02 | 0.02 |
| 0.86 | 1.20 | 2.00 | 0.02 | 0.02 |
| 0.86 | 1.20 | 3.00 | 0.02 | 0.02 |
| 0.86 | 1.20 | 4.00 | 0.02 | 0.02 |
| 0.86 | 1.25 | 1.00 | 0.02 | 0.02 |
| 0.86 | 1.25 | 2.00 | 0.02 | 0.02 |
| 0.86 | 1.25 | 3.00 | 0.02 | 0.02 |
| 0.86 | 1.25 | 4.00 | 0.02 | 0.02 |
| 0.86 | 1.30 | 1.00 | 0.02 | 0.02 |
| 0.86 | 1.30 | 2.00 | 0.02 | 0.02 |
| 0.86 | 1.30 | 3.00 | 0.02 | 0.01 |
| 0.86 | 1.30 | 4.00 | 0.02 | 0.01 |
| 0.87 | 1.05 | 1.00 | 0.01 | 0.02 |
| 0.87 | 1.05 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.05 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.05 | 4.00 | 0.01 | 0.01 |
| 0.87 | 1.10 | 1.00 | 0.01 | 0.01 |
| 0.87 | 1.10 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.10 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.10 | 4.00 | 0.01 | 0.01 |
| 0.87 | 1.15 | 1.00 | 0.01 | 0.01 |
| 0.87 | 1.15 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.15 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.15 | 4.00 | 0.01 | 0.01 |
| 0.87 | 1.20 | 1.00 | 0.01 | 0.01 |
| 0.87 | 1.20 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.20 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.20 | 4.00 | 0.01 | 0.01 |
| 0.87 | 1.25 | 1.00 | 0.01 | 0.01 |
| 0.87 | 1.25 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.25 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.25 | 4.00 | 0.01 | 0.01 |
| 0.87 | 1.30 | 1.00 | 0.01 | 0.01 |
| 0.87 | 1.30 | 2.00 | 0.01 | 0.01 |
| 0.87 | 1.30 | 3.00 | 0.01 | 0.01 |
| 0.87 | 1.30 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.05 | 1.00 | 0.01 | 0.02 |
| 0.88 | 1.05 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.05 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.05 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.10 | 1.00 | 0.01 | 0.01 |
| 0.88 | 1.10 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.10 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.10 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.15 | 1.00 | 0.01 | 0.01 |
| 0.88 | 1.15 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.15 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.15 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.20 | 1.00 | 0.01 | 0.01 |
| 0.88 | 1.20 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.20 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.20 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.25 | 1.00 | 0.01 | 0.01 |
| 0.88 | 1.25 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.25 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.25 | 4.00 | 0.01 | 0.01 |
| 0.88 | 1.30 | 1.00 | 0.01 | 0.01 |
| 0.88 | 1.30 | 2.00 | 0.01 | 0.01 |
| 0.88 | 1.30 | 3.00 | 0.01 | 0.01 |
| 0.88 | 1.30 | 4.00 | 0.01 | 0.01 |
| 0.89 | 1.05 | 1.00 | 0.00 | 0.01 |
| 0.89 | 1.05 | 2.00 | 0.00 | 0.01 |
| 0.89 | 1.05 | 3.00 | 0.00 | 0.01 |
| 0.89 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.89 | 1.10 | 1.00 | 0.00 | 0.01 |
| 0.89 | 1.10 | 2.00 | 0.00 | 0.01 |
| 0.89 | 1.10 | 3.00 | 0.01 | 0.01 |
| 0.89 | 1.10 | 4.00 | 0.01 | 0.01 |
| 0.89 | 1.15 | 1.00 | 0.01 | 0.01 |
| 0.89 | 1.15 | 2.00 | 0.01 | 0.01 |
| 0.89 | 1.15 | 3.00 | 0.01 | 0.01 |
| 0.89 | 1.15 | 4.00 | 0.01 | 0.01 |
| 0.89 | 1.20 | 1.00 | 0.01 | 0.01 |
| 0.89 | 1.20 | 2.00 | 0.01 | 0.01 |
| 0.89 | 1.20 | 3.00 | 0.01 | 0.01 |
| 0.89 | 1.20 | 4.00 | 0.01 | 0.00 |
| 0.89 | 1.25 | 1.00 | 0.01 | 0.00 |
| 0.89 | 1.25 | 2.00 | 0.01 | 0.00 |
| 0.89 | 1.25 | 3.00 | 0.01 | 0.00 |
| 0.89 | 1.25 | 4.00 | 0.01 | 0.00 |
| 0.89 | 1.30 | 1.00 | 0.01 | 0.00 |
| 0.89 | 1.30 | 2.00 | 0.01 | 0.00 |
| 0.89 | 1.30 | 3.00 | 0.01 | 0.00 |
| 0.89 | 1.30 | 4.00 | 0.01 | 0.00 |
| 0.90 | 1.05 | 1.00 | 0.00 | 0.01 |
| 0.90 | 1.05 | 2.00 | 0.00 | 0.01 |
| 0.90 | 1.05 | 3.00 | 0.00 | 0.01 |
| 0.90 | 1.05 | 4.00 | 0.00 | 0.00 |
| 0.90 | 1.10 | 1.00 | 0.00 | 0.01 |
| 0.90 | 1.10 | 2.00 | 0.00 | 0.01 |
| 0.90 | 1.10 | 3.00 | 0.01 | 0.01 |
| 0.90 | 1.10 | 4.00 | 0.01 | 0.01 |
| 0.90 | 1.15 | 1.00 | 0.01 | 0.01 |
| 0.90 | 1.15 | 2.00 | 0.01 | 0.01 |
| 0.90 | 1.15 | 3.00 | 0.01 | 0.01 |
| 0.90 | 1.15 | 4.00 | 0.01 | 0.01 |
| 0.90 | 1.20 | 1.00 | 0.01 | 0.01 |
| 0.90 | 1.20 | 2.00 | 0.01 | 0.00 |
| 0.90 | 1.20 | 3.00 | 0.00 | 0.00 |
| 0.90 | 1.20 | 4.00 | 0.00 | 0.00 |
| 0.90 | 1.25 | 1.00 | 0.00 | 0.00 |
